LinkID,1인가구수,면적당지하철,광역버스,출근급행,남경제,남비경제,여경제,여비경제
1036476,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036477,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036479,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036480,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036484,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036485,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036486,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036502,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036503,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036504,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036527,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036535,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036536,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036537,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036538,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036539,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036540,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036541,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036542,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036543,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036544,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036545,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036546,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036547,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036548,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036549,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036550,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036556,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036558,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036559,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036560,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036561,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036564,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036565,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036583,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036584,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
