TPath,TPCnt,TLinkCnt,TPCnt_group,start,end,LinkID_x,시도명_x,시군구명_x,읍면동명_x,LinkID_y,시도명_y,시군구명_y,읍면동명_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,총시간,총거리,평균시간,등급,LinkID,유출인구,정류장수,버스,승용차,전체
1.08988E+90,13,13,10_50,1089880,1019871,1089880,경기도,고양시덕양구,창릉동,1019871,서울특별시,은평구,갈현2동,1089880,1094414,1019873,1019870,1019892,1070169,1019859,1070166,1019895,1090745,1019858,1070165,1019871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376755997,10.075,26.7414456,1,1089880,106270.0408,1032,293,13484,16204.5
1.09441E+62,10,9,0_10,1094414,1069550,1094414,경기도,고양시덕양구,창릉동,1069550,서울특별시,은평구,증산동,1094414,1019873,1019870,1019892,1070170,1019863,1019864,1018259,1069550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274740579,7.346,26.73795049,1,1094414,106270.0408,1032,217.5,10110.5,12223.5
1.089E+55,12,8,10_50,1089004,1098100,1089004,경기도,부천시소사구,괴안동,1098100,서울특별시,구로구,오류2동,1089004,1088998,1014701,1014763,1014760,1070107,1097187,1098100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188622809,5.043,26.73589704,1,1089004,226983,1162,76,6443,7520
"1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682,1017981,1070743,1090921,1017686,1017687,1017691,1017699,1017703,1017749,1017941",10,23,0_10,1087793,1017941,1087793,경기도,광명시,철산3동,1017941,서울특별시,영등포구,신길6동,1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682,1017981,1070743,1090921,1017686,1017687,1017691,1017699,1017703,1017749,1017941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227306643,6.077,26.73481039,1,1087793,109992,443,320,26823.5,31148
1.0877E+188,31,27,10_50,1087692,1090922,1087692,경기도,안양시만안구,안양6동,1090922,서울특별시,구로구,구로3동,1087692,1087701,1087678,1087682,1087660,1087671,1087668,1096265,1087661,1017870,1017877,1017878,1017886,1096267,1091056,1017841,1017835,1070668,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1090922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439342516,11.739,26.71947188,1,1087692,74810.20901,368,580.5,41067.5,48863.5
"1087798,1087802,1087804,1014583,1014584,1014755,1015310,1015040,1015351,0,1015105,1019271,1019274,1019280",59,14,50_100,1087798,1019280,1087798,경기도,광명시,철산3동,1019280,서울특별시,구로구,구로2동,1087798,1087802,1087804,1014583,1014584,1014755,1015310,1015040,1015351,0,1015105,1019271,1019274,1019280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184337525,4.923,26.70644515,1,1087798,109992,443,148,15400.5,18350
1.10064E+76,32,11,10_50,1100637,1038198,1100637,경기도,과천시,과천동,1038198,서울특별시,서초구,양재2동,1100637,1096158,1038330,1100641,1100643,1100646,1038322,1038315,1038316,1038395,1038198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094849224,2.532,26.69499963,1,1100637,24527,113,760,33235,38882
1.09441E+34,138,5,100_200,1094414,1070185,1094414,경기도,고양시덕양구,창릉동,1070185,서울특별시,은평구,신사1동,1094414,1019873,1096650,1070173,1070185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220588,5.888,26.69229514,1,1094414,106270.0408,1032,88.5,3346,4098
"1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017762,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699",13,37,10_50,1100973,1017699,1100973,경기도,부천시원미구,역곡1동,1017699,서울특별시,영등포구,대림2동,1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017762,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367210247,9.799,26.68498518,1,1100973,226983,1162,801.5,67780,79560.5
1.10097E+34,13,5,10_50,1100973,1070103,1100973,경기도,부천시원미구,역곡1동,1070103,서울특별시,구로구,오류1동,1100973,1070110,1070112,1097866,1070103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092048728,2.456,26.68152025,1,1100973,226983,1162,31.5,3162.5,3737
"1094414,1019873,1019870,1019859,1070166,1019895,0,1097318",13,8,10_50,1094414,1097318,1094414,경기도,고양시덕양구,창릉동,1097318,서울특별시,은평구,응암3동,1094414,1019873,1019870,1019859,1070166,1019895,0,1097318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246109029,6.566,26.67923248,1,1094414,106270.0408,1032,168.5,7450,8900.5
"1087858,1087844,1087835,0,1038459,1038583,1038473,1038413,1096913,1038369,0,1038528,1087877,1038593,1038591,1068261,1038491,1090711,0,1098764,0,1038152,1038180,1038181,0,1038124",15,26,10_50,1087858,1038124,1087858,경기도,과천시,중앙동,1038124,서울특별시,서초구,양재1동,1087858,1087844,1087835,0,1038459,1038583,1038473,1038413,1096913,1038369,0,1038528,1087877,1038593,1038591,1068261,1038491,1090711,0,1098764,0,1038152,1038180,1038181,0,1038124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428156602,11.42,26.67248373,1,1087858,24527,113,601.5,26993.5,30849
"1096015,1096013,1015021,1014557,1014369,1015025,1015026,1015380,1015032,1015303,1015302,1096047,1015330,1070085,1070081,1070087,0,1070088,1015103,1015105,1019271,1019274,1019280",15,23,10_50,1096015,1019280,1096015,경기도,부천시원미구,중4동,1019280,서울특별시,구로구,구로2동,1096015,1096013,1015021,1014557,1014369,1015025,1015026,1015380,1015032,1015303,1015302,1096047,1015330,1070085,1070081,1070087,0,1070088,1015103,1015105,1019271,1019274,1019280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473631307,12.632,26.67053426,1,1096015,226983,1162,280,29363,34620
"1087691,1017178,1087697,1017147,1017151,1087674,1017180,1087661,1017870,1017877,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067473,1067475,1090909",29,24,10_50,1087691,1090909,1087691,경기도,안양시만안구,안양6동,1090909,서울특별시,금천구,가산동,1087691,1017178,1087697,1017147,1017151,1087674,1017180,1087661,1017870,1017877,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067473,1067475,1090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415954548,11.093,26.66877921,1,1087691,74810.20901,368,379.5,27101,32783
"1096066,1096068,1015273,1014873,0,1096081,1096083,1014859",50,8,10_50,1096066,1014859,1096066,경기도,부천시오정구,오정동,1014859,서울특별시,강서구,등촌3동,1096066,1096068,1015273,1014873,0,1096081,1096083,1014859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24164183,6.444,26.66756828,1,1096066,226983,1162,71,7027,8425.5
1.08781E+55,12,8,10_50,1087811,1070084,1087811,경기도,광명시,광명6동,1070084,서울특별시,양천구,신정1동,1087811,1087828,1014481,1014474,1096104,1096110,1070089,1070084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215874408,5.755,26.65901926,1,1087811,109992,443,53.5,5343,6201
"1087858,1087844,1087835,0,1038459,1038583,1038473,1038413,1096913,1038369,0,1038528,1087877,1038593,1038591,1068261,1038491,1090711,0,1098764,0,1038152",11,22,10_50,1087858,1038152,1087858,경기도,과천시,중앙동,1038152,서울특별시,서초구,서초2동,1087858,1087844,1087835,0,1038459,1038583,1038473,1038413,1096913,1038369,0,1038528,1087877,1038593,1038591,1068261,1038491,1090711,0,1098764,0,1038152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415757481,11.083,26.65736759,1,1087858,24527,113,470,21482,24632
"1096568,1090963,0,1096574,1039933,1069745,1069749,1096578",25,8,10_50,1096568,1096578,1096568,경기도,구리시,동구동,1096578,서울특별시,중랑구,면목7동,1096568,1090963,0,1096574,1039933,1069745,1069749,1096578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285920015,7.613,26.62632765,1,1096568,58448,310,94,6084.5,7303
1.09441E+55,32,8,10_50,1094412,1019907,1094412,경기도,고양시덕양구,창릉동,1019907,서울특별시,은평구,응암1동,1094412,1094414,1019873,1019870,1019859,1070166,1019895,1019907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255537055,6.8,26.61062209,1,1094412,106270.0408,1032,190,8275,9937
"1087795,1014694,1014700,0,1014718,1018025,1018023,1017723,1070695,1017724,1017727,1017728,1017911,1017741,1098354,1101095,1017667,1017664,1017669,1017672,1017673,1070555,1070562,1070560",13,24,10_50,1087795,1070560,1087795,경기도,광명시,철산3동,1070560,서울특별시,영등포구,신길4동,1087795,1014694,1014700,0,1014718,1018025,1018023,1017723,1070695,1017724,1017727,1017728,1017911,1017741,1098354,1101095,1017667,1017664,1017669,1017672,1017673,1070555,1070562,1070560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235005969,6.253,26.6078348,1,1087795,109992,443,225,24328.5,28562.5
"1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1019821,0,1018217,1070773,1070775,1017660,1017663",11,25,10_50,1088998,1017663,1088998,경기도,부천시소사구,역곡3동,1017663,서울특별시,구로구,구로5동,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1019821,0,1018217,1070773,1070775,1017660,1017663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268935881,7.155,26.60485456,1,1088998,226983,1162,319,31001.5,36599
"1098756,1096045,1015342,1015144,1096049,1014994,1014991,0,1100540,1100548,1100546,1019083,1019260,1018913",93,14,50_100,1098756,1018913,1098756,경기도,부천시오정구,고강본동,1018913,서울특별시,영등포구,양평1동,1098756,1096045,1015342,1015144,1096049,1014994,1014991,0,1100540,1100548,1100546,1019083,1019260,1018913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377267244,10.037,26.60448305,1,1098756,226983,1162,110.5,12568,14603.5
1.096E+167,10,24,0_10,1096034,1015257,1096034,경기도,부천시오정구,원종1동,1015257,서울특별시,양천구,신정4동,1096034,1096033,1089055,1015065,1015145,1014922,1089033,1089039,1014929,1014926,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430886032,11.461,26.59868074,1,1096034,226983,1162,345,34353.5,41277.5
"1096574,1039931,1039935,1090961,1069754,1069777,1069784,1098630,1101186,1096584,0,1096582,1090716,1069804,1069801,0,1038816",10,17,0_10,1096574,1038816,1096574,경기도,구리시,교문1동,1038816,서울특별시,동대문구,장안2동,1096574,1039931,1039935,1090961,1069754,1069777,1069784,1098630,1101186,1096584,0,1096582,1090716,1069804,1069801,0,1038816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318160593,8.461,26.59348828,1,1096574,58448,310,237,15144,17266.5
"1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962",27,17,10_50,1089015,1014962,1089015,경기도,부천시소사구,역곡3동,1014962,서울특별시,양천구,신월1동,1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352680593,9.378,26.59063239,1,1089015,226983,1162,213,21861.5,26579
1.0879E+167,12,24,10_50,1087858,1096156,1087858,경기도,과천시,중앙동,1096156,서울특별시,동작구,사당2동,1087858,1087845,1017896,1017892,1017990,1017925,1018245,1017907,1018185,1018198,1017910,1018232,1018187,1018071,1096154,1096155,1018070,1018128,1018127,1018071,1096154,1017986,1018057,1096156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541787029,14.404,26.58609237,1,1087858,24527,113,1046,36416.5,41578
"1087369,1095538,1095537,1041168,1091223,1041041,1100407,0,1096653,1041047,1095586,1041123",12,12,10_50,1087369,1041123,1087369,경기도,성남시중원구,하대원동,1041123,서울특별시,송파구,장지동,1087369,1095538,1095537,1041168,1091223,1041041,1100407,0,1096653,1041047,1095586,1041123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383927528,10.206,26.58314201,1,1087369,55266.53612,290,149,10468,12581.5
"1087793,1087792,1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682,1017981,1070743",12,17,10_50,1087793,1070743,1087793,경기도,광명시,철산3동,1070743,서울특별시,구로구,가리봉동,1087793,1087792,1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682,1017981,1070743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177636012,4.722,26.58244771,1,1087793,109992,443,145,14183,16825.5
"1087805,1087793,1087792,1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682",31,16,10_50,1087805,1070682,1087805,경기도,광명시,철산3동,1070682,서울특별시,금천구,가산동,1087805,1087793,1087792,1087793,0,1087794,1018156,1018160,0,1017992,1017950,1017819,1017816,1017820,1070727,1070682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160338406,4.261,26.57504279,1,1087805,109992,443,137,13585.5,16127
"1087781,1087789,1087788,1096119,1087796,0,1087798,1087802,0,1014481,1096096",15,11,10_50,1087781,1096096,1087781,경기도,광명시,철산3동,1096096,서울특별시,구로구,개봉2동,1087781,1087789,1087788,1096119,1087796,0,1087798,1087802,0,1014481,1096096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205610755,5.463,26.56962181,1,1087781,109992,443,56.5,5815.5,6772
1.096E+132,18,19,10_50,1096013,1014504,1096013,경기도,부천시원미구,중3동,1014504,서울특별시,구로구,구로2동,1096013,1015021,1014557,1014369,1015025,1015026,1015380,1015032,1015303,1015302,1096047,1015330,1070085,1070081,1096111,1014485,1096106,1014502,1014504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419267374,11.13,26.54630599,1,1096013,226983,1162,250,25549,30129.5
"1095585,1100407,1101308,1041046,0,1041044,1041120,1041117,1041123,0,1070402,1070399,1070394",16,13,10_50,1095585,1070394,1095585,경기도,성남시수정구,신흥2동,1070394,서울특별시,송파구,문정1동,1095585,1100407,1101308,1041046,0,1041044,1041120,1041117,1041123,0,1070402,1070399,1070394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235149743,6.241,26.54053507,1,1095585,56841.76891,1094,252.5,16169,19880
"1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,0,1018316,1018313,1018285,1018360,1018333,1069674,1091096,1069668",10,25,0_10,1094412,1069668,1094412,경기도,고양시덕양구,창릉동,1069668,서울특별시,종로구,종로5·6가동,1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,0,1018316,1018313,1018285,1018360,1018333,1069674,1091096,1069668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61373105,16.286,26.53605354,1,1094412,106270.0408,1032,572.5,32578.5,36971.5
"1089015,1088998,1014479,1097186,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070610,1070593,1098646,1101133,1097809,1070661,1070660,1018212,1096130",10,40,0_10,1089015,1096130,1089015,경기도,부천시소사구,역곡3동,1096130,서울특별시,관악구,대학동,1089015,1088998,1014479,1097186,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070610,1070593,1098646,1101133,1097809,1070661,1070660,1018212,1096130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.641334238,17.017,26.53374636,1,1089015,226983,1162,893.5,66625.5,78122.5
"1089089,1015021,1014557,1014369,1015025,1015026,1015380,1015032,1015303,1015302,1096047,1015330,1070085,1070084,1070078,1070052,1070071,1070070,0,1070905,1018889",12,21,10_50,1089089,1018889,1089089,경기도,부천시원미구,중2동,1018889,서울특별시,영등포구,문래동,1089089,1015021,1014557,1014369,1015025,1015026,1015380,1015032,1015303,1015302,1096047,1015330,1070085,1070084,1070078,1070052,1070071,1070070,0,1070905,1018889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450223488,11.945,26.53126796,1,1089089,226983,1162,250,26018.5,30571.5
1.08766E+48,13,7,10_50,1087661,1091056,1087661,경기도,안양시만안구,석수2동,1091056,서울특별시,금천구,시흥3동,1087661,1017870,1017877,1017878,1017886,1096267,1091056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118569335,3.143,26.50769695,1,1087661,74810.20901,368,202.5,12704.5,15534.5
"1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017768,1090908,1070622,1070630,1017834,1070667,1017840",11,33,10_50,1100973,1017840,1100973,경기도,부천시원미구,역곡1동,1017840,서울특별시,금천구,시흥1동,1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017768,1090908,1070622,1070630,1017834,1070667,1017840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434147589,11.508,26.50711484,1,1100973,226983,1162,710,57381.5,68076
1.09441E+55,13,8,10_50,1094414,1094415,1094414,경기도,고양시덕양구,창릉동,1094415,서울특별시,은평구,갈현2동,1094414,1019873,1096650,1070173,1070184,1096649,1019872,1094415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386110032,10.232,26.50021795,1,1094414,106270.0408,1032,155.5,5777,7068.5
