특용작물생산통계,696,156,농림축산식품부,농축수산,https://www.data.go.kr/dataset/3034946/openapi.do
공공취업정보 조회,695,137,인사혁신처,산업고용,https://www.data.go.kr/dataset/15000485/openapi.do
부산 문화관광정보,688,123,부산광역시,문화관광,https://www.data.go.kr/dataset/15001911/openapi.do
서부발전 발전연료 소비실적,687,23,한국서부발전(주),산업고용,https://www.data.go.kr/dataset/3076077/openapi.do
서울특별시 대중교통 분실물 정보,686,285,서울특별시,교통물류,https://www.data.go.kr/dataset/3045279/openapi.do
봉사참여정보서비스,686,40,행정안전부,사회복지,https://www.data.go.kr/dataset/15000221/openapi.do
[기타] 창업활성화 촉진 지원 아이디어 DB,685,96,특허청,산업고용,https://www.data.go.kr/dataset/15006010/openapi.do
부산광역시 공중화장실,684,84,부산광역시,공공행정,https://www.data.go.kr/dataset/15010823/openapi.do
안산시 식품제조가공업 현황,683,85,경기도 안산시,식품건강,https://www.data.go.kr/dataset/3080738/openapi.do
버스도착정보 조회,683,2210,경기도,교통물류,https://www.data.go.kr/dataset/15000175/openapi.do
농수축산물 표준코드-조사가격 매핑정보,680,41,농림수산식품교육문화정보원,중점데이터,https://www.data.go.kr/dataset/15012301/openapi.do
배합사료생산실적,677,103,농림축산식품부,농축수산,https://www.data.go.kr/dataset/3034797/openapi.do
광주광역시 광주보건환경연구원 수질측정망 실태조사,677,12,광주광역시,환경기상,https://www.data.go.kr/dataset/3076138/openapi.do
오픈소스SW프로젝트정보 서비스,667,67,한국저작권위원회,과학기술,https://www.data.go.kr/dataset/15000585/openapi.do
구급활동통계,665,111,소방청,재난안전,https://www.data.go.kr/dataset/3059148/openapi.do
한국남동발전 대기오염물질배출 정보,662,24,한국남동발전㈜,환경기상,https://www.data.go.kr/dataset/15001036/openapi.do
서울특별시교육청 공공도서관 소장도서정보,660,226,서울특별시교육청,교육,https://www.data.go.kr/dataset/15001051/openapi.do
[안전보건] 작업환경측정기관 지정현황,655,127,한국산업안전보건공단,공공행정,https://www.data.go.kr/dataset/3038256/openapi.do
사건통계정보 서비스,653,59,헌법재판소,법률,https://www.data.go.kr/dataset/15001023/openapi.do
한국서부발전 발전소별 대기오염물질 배출 현황,652,56,한국서부발전(주),산업고용,https://www.data.go.kr/dataset/3082180/openapi.do
과실류 가공현황,651,46,농림축산식품부,농축수산,https://www.data.go.kr/dataset/3034954/openapi.do
도서정보,647,6,경기도 안양시,교육,https://www.data.go.kr/dataset/3080743/openapi.do
