금액차이,전세비율,ID,Number of Records,거래금액(만원),건축년도 (아파트 전월세 실거래가),계약년월 (아파트 전월세 실거래가),계약년월,계약일 (아파트 전월세 실거래가),계약일,구,단지명,도로명,동,보증금(만원),시군구 - Split 1,시군구,월세(만원),전세비율 1,전용면적(㎡),전월세구분,층
74000,0.119047619,2651,1,84000,2015-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,10000,서울특별시,서울특별시 서대문구 남가좌동,155,0.119047619,85,월세,14
98000,0.048543689,2652,1,103000,2015-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,5000,서울특별시,서울특별시 서대문구 남가좌동,320,0.048543689,122,월세,21
33000,0.629213483,2653,1,89000,2015-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,DMC파크뷰자이1단지,,남가좌동,56000,서울특별시,서울특별시 서대문구 남가좌동,0,0.629213483,85,전세,17
34000,0.622222222,2654,1,90000,2015-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,56000,서울특별시,서울특별시 서대문구 남가좌동,0,0.622222222,85,전세,23
28000,0.666666667,2655,1,84000,2015-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,56000,서울특별시,서울특별시 서대문구 남가좌동,0,0.666666667,85,전세,14
34000,0.617977528,2656,1,89000,2015-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,DMC파크뷰자이1단지,,남가좌동,55000,서울특별시,서울특별시 서대문구 남가좌동,0,0.617977528,85,전세,17
35000,0.611111111,2657,1,90000,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,55000,서울특별시,서울특별시 서대문구 남가좌동,0,0.611111111,85,전세,23
29000,0.654761905,2658,1,84000,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC파크뷰자이1단지,,남가좌동,55000,서울특별시,서울특별시 서대문구 남가좌동,0,0.654761905,85,전세,14
9000,0.777777778,2659,1,40500,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,31500,서울특별시,서울특별시 서대문구 남가좌동,0,0.777777778,59,전세,17
10500,0.75,2660,1,42000,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,31500,서울특별시,서울특별시 서대문구 남가좌동,0,0.75,59,전세,4
7300,0.811855670,2661,1,38800,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,31500,서울특별시,서울특별시 서대문구 남가좌동,0,0.81185567,59,전세,1
9500,0.768292683,2662,1,41000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,남가좌동현대,,남가좌동,31500,서울특별시,서울특별시 서대문구 남가좌동,0,0.768292683,59,전세,2
10500,0.740740741,2663,1,40500,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,30000,서울특별시,서울특별시 서대문구 남가좌동,0,0.740740741,59,전세,17
12000,0.714285714,2664,1,42000,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,30000,서울특별시,서울특별시 서대문구 남가좌동,0,0.714285714,59,전세,4
8800,0.773195876,2665,1,38800,1999-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,남가좌동현대,,남가좌동,30000,서울특별시,서울특별시 서대문구 남가좌동,0,0.773195876,59,전세,1
11000,0.731707317,2666,1,41000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,남가좌동현대,,남가좌동,30000,서울특별시,서울특별시 서대문구 남가좌동,0,0.731707317,59,전세,2
15000,0.75,2667,1,60000,1999-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,남가좌동현대,,남가좌동,45000,서울특별시,서울특별시 서대문구 남가좌동,0,0.75,115,전세,14
29000,0.516666667,2668,1,60000,1999-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,남가좌동현대,,남가좌동,31000,서울특별시,서울특별시 서대문구 남가좌동,0,0.516666667,115,전세,14
8500,0.790123457,2669,1,40500,1999-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,남가좌동현대,,남가좌동,32000,서울특별시,서울특별시 서대문구 남가좌동,0,0.790123457,59,전세,17
10000,0.761904762,2670,1,42000,1999-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,남가좌동현대,,남가좌동,32000,서울특별시,서울특별시 서대문구 남가좌동,0,0.761904762,59,전세,4
6800,0.824742268,2671,1,38800,1999-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,남가좌동현대,,남가좌동,32000,서울특별시,서울특별시 서대문구 남가좌동,0,0.824742268,59,전세,1
9000,0.780487805,2672,1,41000,1999-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,남가좌동현대,,남가좌동,32000,서울특별시,서울특별시 서대문구 남가좌동,0,0.780487805,59,전세,2
16000,0.733333333,2673,1,60000,1999-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,남가좌동현대,,남가좌동,44000,서울특별시,서울특별시 서대문구 남가좌동,0,0.733333333,115,전세,14
15400,0.722021661,2674,1,55400,2000-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,남가좌삼성,,남가좌동,40000,서울특별시,서울특별시 서대문구 남가좌동,0,0.722021661,85,전세,8
15400,0.722021661,2675,1,55400,2000-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,남가좌삼성,,남가좌동,40000,서울특별시,서울특별시 서대문구 남가좌동,0,0.722021661,85,전세,8
11500,0.228187919,2676,1,14900,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,디엠씨엘가,,남가좌동,3400,서울특별시,서울특별시 서대문구 남가좌동,50,0.228187919,13,월세,9
12900,0.134228188,2677,1,14900,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,디엠씨엘가,,남가좌동,2000,서울특별시,서울특별시 서대문구 남가좌동,55,0.134228188,13,월세,9
9900,0.335570470,2678,1,14900,2017-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,디엠씨엘가,,남가좌동,5000,서울특별시,서울특별시 서대문구 남가좌동,35,0.33557047,13,월세,9
28000,0.743119266,2679,1,109000,2011-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,돈의문센트레빌,14,냉천동,81000,서울특별시,서울특별시 서대문구 냉천동,0,0.743119266,115,전세,6
38000,0.651376147,2680,1,109000,2011-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,돈의문센트레빌,14,냉천동,71000,서울특별시,서울특별시 서대문구 냉천동,0,0.651376147,115,전세,6
25300,0.703399766,2681,1,85300,2012-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.703399766,85,전세,14
26000,0.697674419,2682,1,86000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.697674419,85,전세,7
15000,0.8,2683,1,75000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.8,85,전세,11
25300,0.703399766,2684,1,85300,2012-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.703399766,85,전세,14
26000,0.697674419,2685,1,86000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.697674419,85,전세,7
15000,0.8,2686,1,75000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.8,85,전세,11
31300,0.633059789,2687,1,85300,2012-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,DMC래미안e편한세상,,북가좌동,54000,서울특별시,서울특별시 서대문구 북가좌동,0,0.633059789,85,전세,14
32000,0.627906977,2688,1,86000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,54000,서울특별시,서울특별시 서대문구 북가좌동,0,0.627906977,85,전세,7
21000,0.72,2689,1,75000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,DMC래미안e편한세상,,북가좌동,54000,서울특별시,서울특별시 서대문구 북가좌동,0,0.72,85,전세,11
32300,0.621336460,2690,1,85300,2012-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,DMC래미안e편한세상,,북가좌동,53000,서울특별시,서울특별시 서대문구 북가좌동,0,0.62133646,85,전세,14
33000,0.616279070,2691,1,86000,2012-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,DMC래미안e편한세상,,북가좌동,53000,서울특별시,서울특별시 서대문구 북가좌동,0,0.61627907,85,전세,7
22000,0.706666667,2692,1,75000,2012-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,DMC래미안e편한세상,,북가좌동,53000,서울특별시,서울특별시 서대문구 북가좌동,0,0.706666667,85,전세,11
25300,0.703399766,2693,1,85300,2012-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.703399766,85,전세,14
26000,0.697674419,2694,1,86000,2012-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.697674419,85,전세,7
15000,0.8,2695,1,75000,2012-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC래미안e편한세상,,북가좌동,60000,서울특별시,서울특별시 서대문구 북가좌동,0,0.8,85,전세,11
27300,0.679953107,2696,1,85300,2012-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,DMC래미안e편한세상,,북가좌동,58000,서울특별시,서울특별시 서대문구 북가좌동,0,0.679953107,85,전세,14
28000,0.674418605,2697,1,86000,2012-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC래미안e편한세상,,북가좌동,58000,서울특별시,서울특별시 서대문구 북가좌동,0,0.674418605,85,전세,7
17000,0.773333333,2698,1,75000,2012-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,DMC래미안e편한세상,,북가좌동,58000,서울특별시,서울특별시 서대문구 북가좌동,0,0.773333333,85,전세,11
11000,0.784313725,2699,1,51000,2007-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,북가좌동두산위브,,북가좌동,40000,서울특별시,서울특별시 서대문구 북가좌동,0,0.784313725,85,전세,14
9700,0.720461095,2700,1,34700,2004-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,충우팰리스2,29,북가좌동,25000,서울특별시,서울특별시 서대문구 북가좌동,0,0.720461095,73,전세,7
17000,0.66,2701,1,50000,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.66,60,전세,13
21500,0.605504587,2702,1,54500,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.605504587,60,전세,16
16500,0.666666667,2703,1,49500,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.666666667,60,전세,6
18000,0.64,2704,1,50000,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,32000,서울특별시,서울특별시 서대문구 북아현동,0,0.64,60,전세,13
22500,0.587155963,2705,1,54500,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,32000,서울특별시,서울특별시 서대문구 북아현동,0,0.587155963,60,전세,16
17500,0.646464646,2706,1,49500,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,두산,8,북아현동,32000,서울특별시,서울특별시 서대문구 북아현동,0,0.646464646,60,전세,6
17000,0.66,2707,1,50000,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.66,60,전세,13
21500,0.605504587,2708,1,54500,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.605504587,60,전세,16
16500,0.666666667,2709,1,49500,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,33000,서울특별시,서울특별시 서대문구 북아현동,0,0.666666667,60,전세,6
25000,0.5,2710,1,50000,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,25000,서울특별시,서울특별시 서대문구 북아현동,10,0.5,60,월세,13
29500,0.458715596,2711,1,54500,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,25000,서울특별시,서울특별시 서대문구 북아현동,10,0.458715596,60,월세,16
24500,0.505050505,2712,1,49500,1999-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,두산,8,북아현동,25000,서울특별시,서울특별시 서대문구 북아현동,10,0.505050505,60,월세,6
72500,0.171428571,2713,1,87500,2015-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,아현역푸르지오,1,북아현동,15000,서울특별시,서울특별시 서대문구 북아현동,130,0.171428571,60,월세,14
44000,0.185185185,2714,1,54000,2002-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,대우푸르지오,,연희동,10000,서울특별시,서울특별시 서대문구 연희동,80,0.185185185,60,월세,7
44000,0.185185185,2715,1,54000,2002-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,대우푸르지오,,연희동,10000,서울특별시,서울특별시 서대문구 연희동,80,0.185185185,60,월세,6
29900,0.455373406,2716,1,54900,2001-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,성원,32,연희동,25000,서울특별시,서울특별시 서대문구 연희동,40,0.455373406,85,월세,3
8500,0.795180723,2717,1,41500,2001-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,성원,32,연희동,33000,서울특별시,서울특별시 서대문구 연희동,0,0.795180723,60,전세,12
9800,0.771028037,2718,1,42800,2001-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,성원,32,연희동,33000,서울특별시,서울특별시 서대문구 연희동,0,0.771028037,60,전세,11
11500,0.741573034,2719,1,44500,2001-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,성원,32,연희동,33000,서울특별시,서울특별시 서대문구 연희동,0,0.741573034,60,전세,10
11000,0.352941176,2720,1,17000,2014-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,연희자이엘라,5,연희동,6000,서울특별시,서울특별시 서대문구 연희동,35,0.352941176,14,월세,7
13300,0.706401766,2721,1,45300,1999-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,임광,,연희동,32000,서울특별시,서울특별시 서대문구 연희동,0,0.706401766,60,전세,10
21800,0.673652695,2722,1,66800,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,45000,서울특별시,서울특별시 서대문구 영천동,0,0.673652695,85,전세,6
23000,0.661764706,2723,1,68000,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,45000,서울특별시,서울특별시 서대문구 영천동,0,0.661764706,85,전세,14
20700,0.684931507,2724,1,65700,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,45000,서울특별시,서울특별시 서대문구 영천동,0,0.684931507,85,전세,7
23800,0.643712575,2725,1,66800,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,43000,서울특별시,서울특별시 서대문구 영천동,0,0.643712575,85,전세,6
25000,0.632352941,2726,1,68000,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,43000,서울특별시,서울특별시 서대문구 영천동,0,0.632352941,85,전세,14
22700,0.654490107,2727,1,65700,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,독립문삼호,,영천동,43000,서울특별시,서울특별시 서대문구 영천동,0,0.654490107,85,전세,7
25800,0.613772455,2728,1,66800,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,독립문삼호,,영천동,41000,서울특별시,서울특별시 서대문구 영천동,0,0.613772455,85,전세,6
27000,0.602941176,2729,1,68000,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,독립문삼호,,영천동,41000,서울특별시,서울특별시 서대문구 영천동,0,0.602941176,85,전세,14
24700,0.624048706,2730,1,65700,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,독립문삼호,,영천동,41000,서울특별시,서울특별시 서대문구 영천동,0,0.624048706,85,전세,7
46800,0.105162524,2731,1,52300,2006-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,천연뜨란채,8,천연동,5500,서울특별시,서울특별시 서대문구 천연동,75,0.105162524,56,월세,4
16800,0.678776291,2732,1,52300,2006-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,천연뜨란채,8,천연동,35500,서울특별시,서울특별시 서대문구 천연동,0,0.678776291,56,전세,4
40300,0.229445507,2733,1,52300,2006-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,천연뜨란채,8,천연동,12000,서울특별시,서울특별시 서대문구 천연동,75,0.229445507,56,월세,4
37200,0.051020408,2734,1,39200,2004-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,충정리시온,,충정로3가,2000,서울특별시,서울특별시 서대문구 충정로3가,0,0.051020408,41,전세,16
18000,0.756756757,2735,1,74000,2008-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,에스케이뷰,,합동,56000,서울특별시,서울특별시 서대문구 합동,0,0.756756757,85,전세,6
22000,0.685714286,2736,1,70000,1998-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,독립문극동(200-0),,현저동,48000,서울특별시,서울특별시 서대문구 현저동,0,0.685714286,85,전세,22
24000,0.666666667,2737,1,72000,1998-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,독립문극동(200-0),,현저동,48000,서울특별시,서울특별시 서대문구 현저동,0,0.666666667,85,전세,15
19000,0.728571429,2738,1,70000,1998-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,독립문극동(200-0),,현저동,51000,서울특별시,서울특별시 서대문구 현저동,0,0.728571429,85,전세,22
21000,0.708333333,2739,1,72000,1998-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,독립문극동(200-0),,현저동,51000,서울특별시,서울특별시 서대문구 현저동,0,0.708333333,85,전세,15
37000,0.119047619,2740,1,42000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,독립문파크빌,,현저동,5000,서울특별시,서울특별시 서대문구 현저동,90,0.119047619,59,월세,4
9800,0.78125,2741,1,44800,2012-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,동원베네스트,1,홍은동,35000,서울특별시,서울특별시 서대문구 홍은동,0,0.78125,85,전세,6
10800,0.758928571,2742,1,44800,2012-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,동원베네스트,1,홍은동,34000,서울특별시,서울특별시 서대문구 홍은동,0,0.758928571,85,전세,6
11800,0.736607143,2743,1,44800,2012-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,동원베네스트,1,홍은동,33000,서울특별시,서울특별시 서대문구 홍은동,0,0.736607143,85,전세,6
4100,0.724832215,2744,1,14900,1988-01-01,2018-04-01,2018-04-01,11~20,11~20,서대문구,초원,,홍은동,10800,서울특별시,서울특별시 서대문구 홍은동,0,0.724832215,49,전세,5
3800,0.739726027,2745,1,14600,1988-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,초원,,홍은동,10800,서울특별시,서울특별시 서대문구 홍은동,0,0.739726027,49,전세,5
9500,0.732394366,2746,1,35500,1988-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,"현대(1,2차)",,홍은동,26000,서울특별시,서울특별시 서대문구 홍은동,0,0.732394366,60,전세,12
11500,0.656716418,2747,1,33500,1997-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,홍은동벽산,1,홍은동,22000,서울특별시,서울특별시 서대문구 홍은동,0,0.656716418,59,전세,15
13700,0.616246499,2748,1,35700,1997-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,홍은동벽산,1,홍은동,22000,서울특별시,서울특별시 서대문구 홍은동,0,0.616246499,59,전세,8
13500,0.703296703,2749,1,45500,1997-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,홍은동벽산,1,홍은동,32000,서울특별시,서울특별시 서대문구 홍은동,0,0.703296703,85,전세,7
11000,0.784313725,2750,1,51000,2002-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,홍은동풍림아이원,,홍은동,40000,서울특별시,서울특별시 서대문구 홍은동,0,0.784313725,131,전세,9
9500,0.786516854,2751,1,44500,2002-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,문화촌현대,,홍제동,35000,서울특별시,서울특별시 서대문구 홍제동,0,0.786516854,85,전세,7
14200,0.711382114,2752,1,49200,2002-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,문화촌현대,,홍제동,35000,서울특별시,서울특별시 서대문구 홍제동,0,0.711382114,85,전세,3
6500,0.853932584,2753,1,44500,2002-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,문화촌현대,,홍제동,38000,서울특별시,서울특별시 서대문구 홍제동,0,0.853932584,85,전세,7
11200,0.772357724,2754,1,49200,2002-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,문화촌현대,,홍제동,38000,서울특별시,서울특별시 서대문구 홍제동,0,0.772357724,85,전세,3
7500,0.831460674,2755,1,44500,2002-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,문화촌현대,,홍제동,37000,서울특별시,서울특별시 서대문구 홍제동,0,0.831460674,85,전세,7
12200,0.752032520,2756,1,49200,2002-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,문화촌현대,,홍제동,37000,서울특별시,서울특별시 서대문구 홍제동,0,0.75203252,85,전세,3
18000,0.526315789,2757,1,38000,2002-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,문화촌현대,,홍제동,20000,서울특별시,서울특별시 서대문구 홍제동,30,0.526315789,60,월세,18
18000,0.526315789,2758,1,38000,2002-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,문화촌현대,,홍제동,20000,서울특별시,서울특별시 서대문구 홍제동,30,0.526315789,60,월세,12
9000,0.571428571,2759,1,21000,1972-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,안산맨숀,32,홍제동,12000,서울특별시,서울특별시 서대문구 홍제동,15,0.571428571,53,월세,4
18800,0.622489960,2760,1,49800,2000-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,인왕산현대,34,홍제동,31000,서울특별시,서울특별시 서대문구 홍제동,10,0.62248996,60,월세,9
16000,0.659574468,2761,1,47000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,인왕산현대,34,홍제동,31000,서울특별시,서울특별시 서대문구 홍제동,10,0.659574468,60,월세,9
14000,0.740740741,2762,1,54000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,인왕산현대,34,홍제동,40000,서울특별시,서울특별시 서대문구 홍제동,0,0.740740741,85,전세,3
39800,0.200803213,2763,1,49800,2000-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,인왕산현대,34,홍제동,10000,서울특별시,서울특별시 서대문구 홍제동,68,0.200803213,60,월세,9
37000,0.212765957,2764,1,47000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,인왕산현대,34,홍제동,10000,서울특별시,서울특별시 서대문구 홍제동,68,0.212765957,60,월세,9
15800,0.682730924,2765,1,49800,2000-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,인왕산현대,34,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.682730924,60,전세,9
13000,0.723404255,2766,1,47000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,인왕산현대,34,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.723404255,60,전세,9
15800,0.682730924,2767,1,49800,2000-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,인왕산현대,34,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.682730924,60,전세,9
13000,0.723404255,2768,1,47000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,인왕산현대,34,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.723404255,60,전세,9
16300,0.672690763,2769,1,49800,2000-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,인왕산현대,34,홍제동,33500,서울특별시,서울특별시 서대문구 홍제동,0,0.672690763,60,전세,9
13500,0.712765957,2770,1,47000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,인왕산현대,34,홍제동,33500,서울특별시,서울특별시 서대문구 홍제동,0,0.712765957,60,전세,9
16000,0.714285714,2771,1,56000,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,청구1차,,홍제동,40000,서울특별시,서울특별시 서대문구 홍제동,0,0.714285714,85,전세,7
13000,0.754716981,2772,1,53000,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,서대문구,청구1차,,홍제동,40000,서울특별시,서울특별시 서대문구 홍제동,0,0.754716981,85,전세,4
15000,0.727272727,2773,1,55000,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,청구1차,,홍제동,40000,서울특별시,서울특별시 서대문구 홍제동,0,0.727272727,85,전세,7
17500,0.666666667,2774,1,52500,2001-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,청구3차,,홍제동,35000,서울특별시,서울특별시 서대문구 홍제동,0,0.666666667,85,전세,10
15000,0.7,2775,1,50000,2001-01-01,2018-04-01,2018-04-01,1~10,11~20,서대문구,청구3차,,홍제동,35000,서울특별시,서울특별시 서대문구 홍제동,0,0.7,85,전세,5
8500,0.8,2776,1,42500,2001-01-01,2018-04-01,2018-04-01,1~10,21~30,서대문구,청구3차,,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.8,59,전세,8
10500,0.752941176,2777,1,42500,2001-01-01,2018-04-01,2018-04-01,21~30,21~30,서대문구,청구3차,,홍제동,32000,서울특별시,서울특별시 서대문구 홍제동,0,0.752941176,59,전세,8
10300,0.767494357,2778,1,44300,2001-01-01,2018-04-01,2018-04-01,1~10,1~10,서대문구,홍제삼성래미안,,홍제동,34000,서울특별시,서울특별시 서대문구 홍제동,0,0.767494357,60,전세,14
22300,0.496613995,2779,1,44300,2001-01-01,2018-04-01,2018-04-01,21~30,1~10,서대문구,홍제삼성래미안,,홍제동,22000,서울특별시,서울특별시 서대문구 홍제동,35,0.496613995,60,월세,14
7100,0.9,2780,1,71000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,서대문구,홍제원현대(459-0),34,홍제동,63900,서울특별시,서울특별시 서대문구 홍제동,0,0.9,115,전세,14
13150,0.715059588,2781,1,46150,2000-01-01,2018-04-01,2018-04-01,11~20,21~30,서대문구,홍제원현대(459-0),34,홍제동,33000,서울특별시,서울특별시 서대문구 홍제동,0,0.715059588,60,전세,12
