계약년월,구,동,아파트_mean_건축년도,아파트_median_실거래
2012-01-01,은평구,신사동,2004.259259259,35130
2012-01-01,은평구,역촌동,2004.5,26200
2012-01-01,은평구,응암동,2007.125,29650
2012-01-01,은평구,증산동,2011,12000
2012-01-01,은평구,진관동,2009.75,53025
2012-01-01,종로구,구기동,2005,44500
2012-01-01,종로구,부암동,2002,23000
2012-01-01,종로구,사직동,2008,70000
2012-01-01,종로구,수송동,2005,30500
2012-01-01,종로구,숭인동,1990,37550
2012-01-01,종로구,신영동,1998,23900
2012-01-01,종로구,익선동,2001.75,23900
2012-01-01,종로구,창신동,1988.6,34300
2012-01-01,종로구,평창동,1998,33200
2012-01-01,중구,만리동1가,2005,43000
2012-01-01,중구,순화동,2007,53000
2012-01-01,중구,신당동,1998.411764706,41400
2012-01-01,중구,을지로5가,2006,35600
2012-01-01,중구,중림동,2006,55000
2012-01-01,중구,황학동,2008.666666667,66000
2012-01-01,중구,회현동1가,1976,21000
2012-01-01,중랑구,망우동,2001,34075
2012-01-01,중랑구,면목동,1999,29000
2012-01-01,중랑구,묵동,2006.541666667,53290.5
2012-01-01,중랑구,상봉동,2000.769230769,33900
2012-01-01,중랑구,신내동,1996.8,28000
2012-01-01,중랑구,중화동,1999.555555556,32000
2012-02-01,강남구,개포동,1983.760869565,65050
2012-02-01,강남구,논현동,1993.888888889,49000
2012-02-01,강남구,대치동,1988.972222222,83000
2012-02-01,강남구,도곡동,2002.444444444,85000
2012-02-01,강남구,삼성동,2004.5,67500
2012-02-01,강남구,세곡동,2011,71856.5
2012-02-01,강남구,수서동,1993,33600
2012-02-01,강남구,신사동,2003.5,79000
2012-02-01,강남구,압구정동,1981.533333333,120000
2012-02-01,강남구,역삼동,2006.629629630,35500
2012-02-01,강남구,일원동,1993.333333333,55000
2012-02-01,강남구,청담동,1996.416666667,94000
2012-02-01,강동구,강일동,2009,38235
2012-02-01,강동구,고덕동,1988.933333333,46500
2012-02-01,강동구,길동,1999.714285714,32000
2012-02-01,강동구,둔촌동,1990.533333333,60100
2012-02-01,강동구,명일동,1988.217391304,39300
2012-02-01,강동구,상일동,1989.166666667,44250
2012-02-01,강동구,성내동,2002.166666667,34000
2012-02-01,강동구,암사동,2003.234042553,44000
2012-02-01,강동구,천호동,1999.96,34500
2012-02-01,강북구,미아동,2003.588235294,33000
2012-02-01,강북구,번동,1997.25,24200
2012-02-01,강북구,수유동,2003.875,24400
2012-02-01,강서구,가양동,1992.475,20000
2012-02-01,강서구,내발산동,2005.56,33900
2012-02-01,강서구,등촌동,1997.829268293,29300
2012-02-01,강서구,마곡동,1999,25500
2012-02-01,강서구,방화동,1996.742857143,23000
2012-02-01,강서구,염창동,2000.071428571,37125
2012-02-01,강서구,화곡동,2003.666666667,43000
2012-02-01,관악구,남현동,2003.25,35900
2012-02-01,관악구,봉천동,2001.452830189,33700
2012-02-01,관악구,신림동,2000.913793103,34250
2012-02-01,광진구,광장동,1995.967741935,55000
2012-02-01,광진구,구의동,2000.6,48250
2012-02-01,광진구,군자동,1996,36500
2012-02-01,광진구,자양동,2003.615384615,66818
2012-02-01,광진구,중곡동,1999.666666667,25750
2012-02-01,광진구,화양동,1999,12200
2012-02-01,구로구,개봉동,1999.439024390,29000
2012-02-01,구로구,고척동,1999.684210526,26500
2012-02-01,구로구,구로동,1997.611111111,27450
2012-02-01,구로구,신도림동,1998.310344828,43000
2012-02-01,구로구,오류동,2000.375,27275
2012-02-01,구로구,온수동,2008.2,43000
2012-02-01,구로구,천왕동,2011,31375.5
2012-02-01,구로구,항동,2007.5,30000
2012-02-01,금천구,가산동,2001,16000
2012-02-01,금천구,독산동,1996.863636364,27750
2012-02-01,금천구,시흥동,1997.739130435,23450
2012-02-01,노원구,공릉동,1999.666666667,25000
2012-02-01,노원구,상계동,1990.983957219,22000
2012-02-01,노원구,월계동,1996.719298246,24900
2012-02-01,노원구,중계동,1993.132530120,23000
2012-02-01,노원구,하계동,1989.742857143,23000
2012-02-01,도봉구,도봉동,1998.064516129,26800
2012-02-01,도봉구,방학동,1992.217391304,24150
2012-02-01,도봉구,쌍문동,1992.104166667,22400
2012-02-01,도봉구,창동,1994.526315789,22400
2012-02-01,동대문구,답십리동,1999.285714286,33000
2012-02-01,동대문구,신설동,2008,28300
2012-02-01,동대문구,용두동,2006.833333333,40750
2012-02-01,동대문구,이문동,2001.6875,32875
2012-02-01,동대문구,장안동,2007.047619048,32600
2012-02-01,동대문구,전농동,1997.3,29625
2012-02-01,동대문구,제기동,2004.25,33250
2012-02-01,동대문구,청량리동,1989.75,39750
2012-02-01,동대문구,회기동,1993.666666667,32000
2012-02-01,동대문구,휘경동,2002.45,33650
2012-02-01,동작구,노량진동,2001.375,41900
2012-02-01,동작구,대방동,1998.263157895,39000
2012-02-01,동작구,동작동,2003,41350
2012-02-01,동작구,본동,2005.5,51870
2012-02-01,동작구,사당동,2000.36,51000
2012-02-01,동작구,상도동,2003.703703704,46800
2012-02-01,동작구,신대방동,1999.052631579,57000
2012-02-01,동작구,흑석동,1994.5,41250
2012-02-01,마포구,공덕동,2002.5,57800
2012-02-01,마포구,노고산동,2002.8,23900
2012-02-01,마포구,대흥동,1999.5,44500
2012-02-01,마포구,도화동,2000.375,32700
2012-02-01,마포구,동교동,2003,32800
2012-02-01,마포구,망원동,2005,36000
2012-02-01,마포구,상암동,2005.153846154,61000
2012-02-01,마포구,서교동,2004.666666667,28000
2012-02-01,마포구,성산동,1996.647058824,39800
2012-02-01,마포구,신공덕동,2006.9,52600
2012-02-01,마포구,신수동,2002.5,41850
2012-02-01,마포구,신정동,1998.5,67300
2012-02-01,마포구,아현동,2003,43000
2012-02-01,마포구,연남동,1998,32500
2012-02-01,마포구,염리동,1999.75,43450
2012-02-01,마포구,용강동,2010,47000
2012-02-01,마포구,중동,2002.142857143,42500
2012-02-01,마포구,창전동,2002.571428571,55500
2012-02-01,마포구,토정동,1997,54400
2012-02-01,마포구,현석동,2004,78000
2012-02-01,서대문구,남가좌동,2001.454545455,29000
2012-02-01,서대문구,냉천동,2002,28000
2012-02-01,서대문구,대현동,1988.5,24500
2012-02-01,서대문구,북가좌동,1997.142857143,28000
2012-02-01,서대문구,북아현동,1985.5,18065
2012-02-01,서대문구,연희동,1998.545454545,34500
2012-02-01,서대문구,영천동,1995,41000
2012-02-01,서대문구,창천동,2012,17900
2012-02-01,서대문구,천연동,2006,32300
2012-02-01,서대문구,충정로3가,2005.2,27700
2012-02-01,서대문구,현저동,1998,41700
2012-02-01,서대문구,홍은동,1994.8,25925
2012-02-01,서대문구,홍제동,1997.678571429,34300
2012-02-01,서초구,반포동,1994.526315789,84000
2012-02-01,서초구,방배동,1995.115384615,60250
2012-02-01,서초구,서초동,1996.354838710,79500
2012-02-01,서초구,양재동,1997,49125
2012-02-01,서초구,우면동,2004.625,48500
2012-02-01,서초구,잠원동,1989.869565217,77500
2012-02-01,성동구,금호동1가,2001.666666667,34000
2012-02-01,성동구,금호동3가,2002.25,46500
2012-02-01,성동구,금호동4가,2004.714285714,48900
2012-02-01,성동구,도선동,2006,39500
2012-02-01,성동구,마장동,1996.526315789,36000
2012-02-01,성동구,사근동,1992.666666667,27500
2012-02-01,성동구,성수동1가,2001,49000
2012-02-01,성동구,성수동2가,2000.272727273,44500
2012-02-01,성동구,송정동,2004.5,36000
2012-02-01,성동구,옥수동,1996.142857143,49900
2012-02-01,성동구,응봉동,1993.4,38000
2012-02-01,성동구,하왕십리동,2000.222222222,42500
2012-02-01,성동구,행당동,1999.888888889,45150
2012-02-01,성동구,홍익동,1975,24500
2012-02-01,성북구,길음동,2004.888888889,37800
2012-02-01,성북구,돈암동,1999.722222222,33500
2012-02-01,성북구,동소문동5가,2006,38300
2012-02-01,성북구,동소문동7가,2005.5,35500
2012-02-01,성북구,보문동3가,2003,34500
2012-02-01,성북구,보문동4가,2011,50000
2012-02-01,성북구,삼선동2가,2008.333333333,32600
2012-02-01,성북구,삼선동5가,2003,14000
2012-02-01,성북구,상월곡동,2003,32000
2012-02-01,성북구,석관동,2002.4,37000
2012-02-01,성북구,안암동1가,2005,34200
2012-02-01,성북구,장위동,2007,45500
2012-02-01,성북구,정릉동,2003.543859649,28300
2012-02-01,성북구,종암동,2004.375,34150
2012-02-01,성북구,하월곡동,2005.043478261,36000
2012-02-01,송파구,가락동,1988.018518519,52000
2012-02-01,송파구,거여동,1995.75,42000
2012-02-01,송파구,마천동,2008.4,52498.5
2012-02-01,송파구,문정동,1994.954545455,44950
2012-02-01,송파구,방이동,1991.454545455,72500
2012-02-01,송파구,삼전동,1989,48500
2012-02-01,송파구,석촌동,2004,44800
2012-02-01,송파구,송파동,1992.428571429,69500
2012-02-01,송파구,신천동,1994.548387097,73000
2012-02-01,송파구,오금동,1995.857142857,51300
2012-02-01,송파구,잠실동,2000.120689655,89850
2012-02-01,송파구,장지동,2007.5,55200
2012-02-01,송파구,풍납동,1996.944444444,38000
2012-02-01,양천구,목동,1991,60000
2012-02-01,양천구,신월동,2004.264705882,27050
2012-02-01,양천구,신정동,2001.075187970,40500
2012-02-01,영등포구,당산동,2000.6,38000
2012-02-01,영등포구,당산동1가,1997,72000
2012-02-01,영등포구,당산동2가,1996,39750
2012-02-01,영등포구,당산동3가,1986,39500
2012-02-01,영등포구,당산동4가,1998.5,39900
2012-02-01,영등포구,당산동5가,2002.5,66500
2012-02-01,영등포구,대림동,1995.05,32000
2012-02-01,영등포구,도림동,2001,28000
2012-02-01,영등포구,문래동2가,1983,28500
2012-02-01,영등포구,문래동3가,2000.6,62250
2012-02-01,영등포구,문래동4가,2004.5,35975
2012-02-01,영등포구,문래동5가,2000,27900
2012-02-01,영등포구,문래동6가,1992.4,27000
2012-02-01,영등포구,신길동,1995,33700
2012-02-01,영등포구,양평동1가,1994,27300
2012-02-01,영등포구,양평동2가,1998.5,28000
2012-02-01,영등포구,양평동3가,1996.428571429,34500
2012-02-01,영등포구,양평동4가,2000,27700
2012-02-01,영등포구,양평동5가,1996.666666667,31225
2012-02-01,영등포구,여의도동,1975.684210526,68000
2012-02-01,영등포구,영등포동,2002,41000
2012-02-01,영등포구,영등포동1가,2011,8000
2012-02-01,영등포구,영등포동5가,1999,26700
2012-02-01,영등포구,영등포동7가,1998,31200
2012-02-01,영등포구,영등포동8가,2000.666666667,33400
2012-02-01,용산구,도원동,2001,47000
2012-02-01,용산구,문배동,2006.2,65000
2012-02-01,용산구,보광동,2000,42200
2012-02-01,용산구,산천동,2001,53900
2012-02-01,용산구,서빙고동,1990,137000
2012-02-01,용산구,신계동,2011,67500
2012-02-01,용산구,원효로4가,1988,51500
2012-02-01,용산구,이촌동,1992.428571429,89500
2012-02-01,용산구,이태원동,1997.333333333,93700
2012-02-01,용산구,한강로1가,2005,95000
2012-02-01,용산구,한강로3가,2005.333333333,79000
2012-02-01,용산구,한남동,2002.333333333,60000
2012-02-01,용산구,효창동,2002.333333333,52000
2012-02-01,용산구,후암동,2003,40800
2012-02-01,은평구,갈현동,2001.166666667,32500
2012-02-01,은평구,구산동,2002.75,30000
2012-02-01,은평구,녹번동,1998.666666667,31800
2012-02-01,은평구,대조동,2003.5,32750
2012-02-01,은평구,불광동,2004.071428571,40495
2012-02-01,은평구,수색동,2001.666666667,33500
2012-02-01,은평구,신사동,2004.185185185,33010
2012-02-01,은평구,역촌동,2011,42737
2012-02-01,은평구,응암동,2005.35,26575
2012-02-01,은평구,증산동,2004.833333333,29000
2012-02-01,은평구,진관동,2009.2,53250
2012-02-01,종로구,교북동,1995,29500
2012-02-01,종로구,내수동,2001.25,82750
2012-02-01,종로구,동숭동,1999,13000
2012-02-01,종로구,명륜2가,1995.8,53000
2012-02-01,종로구,무악동,2006.4,66000
2012-02-01,종로구,사직동,2008,83500
2012-02-01,종로구,수송동,2005,52450
2012-02-01,종로구,숭인동,1971,15300
2012-02-01,종로구,신영동,1998,24000
2012-02-01,종로구,익선동,2001.75,25850
2012-02-01,종로구,창신동,1992.571428571,26500
2012-02-01,종로구,평창동,2006.75,135191
2012-02-01,중구,묵정동,1981,22900
2012-02-01,중구,순화동,2006,33000
2012-02-01,중구,신당동,2000.366666667,43650
2012-02-01,중구,중림동,2001,42450
2012-02-01,중구,충무로4가,1989.5,66500
2012-02-01,중구,황학동,2009.090909091,52970
2012-02-01,중구,회현동2가,2010,129942
2012-02-01,중랑구,망우동,2001.3,27850
2012-02-01,중랑구,면목동,1997.451612903,28800
2012-02-01,중랑구,묵동,2001.928571429,29950
2012-02-01,중랑구,상봉동,2001.125,30450
2012-02-01,중랑구,신내동,1995.588235294,24450
2012-02-01,중랑구,중화동,1997.8,26000
2012-03-01,강남구,개포동,1983.518518519,61450
2012-03-01,강남구,논현동,2002.333333333,61000
2012-03-01,강남구,대치동,1985.04,86150
2012-03-01,강남구,도곡동,1999.375,107000
2012-03-01,강남구,삼성동,2002.105263158,69500
2012-03-01,강남구,세곡동,2011,48154
2012-03-01,강남구,수서동,1992.333333333,37500
2012-03-01,강남구,신사동,2002.285714286,70000
2012-03-01,강남구,압구정동,1981.076923077,119000
2012-03-01,강남구,역삼동,2005.444444444,40000
2012-03-01,강남구,일원동,1991.923076923,68000
2012-03-01,강남구,청담동,1997.307692308,134500
2012-03-01,강동구,강일동,2009,44000
2012-03-01,강동구,고덕동,1989.96875,46500
2012-03-01,강동구,길동,1998.107142857,32000
2012-03-01,강동구,둔촌동,1991.576923077,61000
2012-03-01,강동구,명일동,1988.361111111,41000
2012-03-01,강동구,상일동,1986.846153846,46500
2012-03-01,강동구,성내동,2003.071428571,33800
2012-03-01,강동구,암사동,2002.810810811,41500
2012-03-01,강동구,천호동,2001.285714286,31900
2012-03-01,강북구,미아동,2004.613636364,33000
2012-03-01,강북구,번동,1997.111111111,22500
2012-03-01,강북구,수유동,1998.5,25650
2012-03-01,강서구,가양동,1994.428571429,25000
2012-03-01,강서구,공항동,2009,34500
2012-03-01,강서구,내발산동,2006.294117647,36000
2012-03-01,강서구,등촌동,1999.65,30125
2012-03-01,강서구,마곡동,2005,32000
2012-03-01,강서구,방화동,1996.725,25075
2012-03-01,강서구,염창동,2000.03125,32650
2012-03-01,강서구,화곡동,2002.755555556,29300
2012-03-01,관악구,남현동,2002.6,33999
2012-03-01,관악구,봉천동,2001.280898876,35000
2012-03-01,관악구,신림동,1997.363636364,28600
2012-03-01,광진구,광장동,1995.071428571,52400
2012-03-01,광진구,구의동,1999.363636364,52000
2012-03-01,광진구,군자동,1996,30450
2012-03-01,광진구,자양동,2000.782608696,60000
2012-03-01,광진구,중곡동,1987.5,35400
2012-03-01,광진구,화양동,1999,35100
2012-03-01,구로구,개봉동,1998.264705882,23900
2012-03-01,구로구,고척동,1996.703703704,28300
2012-03-01,구로구,구로동,1997.659793814,25800
2012-03-01,구로구,궁동,2004,21800
2012-03-01,구로구,신도림동,1998.75,42350
2012-03-01,구로구,오류동,2000.466666667,30400
2012-03-01,구로구,온수동,2010,55850
2012-03-01,구로구,천왕동,2011,33750
2012-03-01,구로구,항동,2004,44800
2012-03-01,금천구,가산동,1998,26450
2012-03-01,금천구,독산동,2000.25,26050
2012-03-01,금천구,시흥동,1997.709090909,23200
2012-03-01,노원구,공릉동,1998.942307692,25250
2012-03-01,노원구,상계동,1991.160839161,22000
2012-03-01,노원구,월계동,1995.470588235,23900
2012-03-01,노원구,중계동,1992.692307692,23500
2012-03-01,노원구,하계동,1990.619047619,20000
2012-03-01,도봉구,도봉동,1998,28000
2012-03-01,도봉구,방학동,1992.921052632,27400
2012-03-01,도봉구,쌍문동,1992.563636364,22500
2012-03-01,도봉구,창동,1993.839506173,24200
2012-03-01,동대문구,답십리동,2002.892857143,33100
2012-03-01,동대문구,신설동,2008,26900
2012-03-01,동대문구,용두동,2005.833333333,22850
2012-03-01,동대문구,이문동,2001.32,34800
2012-03-01,동대문구,장안동,2003.692307692,32000
2012-03-01,동대문구,전농동,1995.083333333,29500
2012-03-01,동대문구,제기동,2004,30500
2012-03-01,동대문구,청량리동,1991.5,35000
2012-03-01,동대문구,회기동,1999,35000
2012-03-01,동대문구,휘경동,2001.4,29400
2012-03-01,동작구,노량진동,1999.909090909,42800
2012-03-01,동작구,대방동,1997.65,44000
2012-03-01,동작구,동작동,2006,66000
2012-03-01,동작구,본동,2005.85,48850
2012-03-01,동작구,사당동,2000,41800
2012-03-01,동작구,상도동,2002.133333333,52300
2012-03-01,동작구,신대방동,2001.0625,35825
2012-03-01,동작구,흑석동,2004.5,60350
2012-03-01,마포구,공덕동,2002.615384615,56000
2012-03-01,마포구,노고산동,2003.5,23900
2012-03-01,마포구,대흥동,2000,35800
2012-03-01,마포구,도화동,2000.7,46650
2012-03-01,마포구,망원동,2002.25,35250
2012-03-01,마포구,상암동,2004.571428571,57300
2012-03-01,마포구,서교동,2004.8,34500
2012-03-01,마포구,성산동,1989.777777778,31950
2012-03-01,마포구,신공덕동,2005.666666667,42000
2012-03-01,마포구,신수동,2003.571428571,48000
2012-03-01,마포구,신정동,1999,37950
2012-03-01,마포구,아현동,2008,53500
2012-03-01,마포구,연남동,2006,43300
2012-03-01,마포구,염리동,2001.8,34850
2012-03-01,마포구,용강동,2003.2,66000
2012-03-01,마포구,중동,2002.444444444,30000
2012-03-01,마포구,창전동,2002.533333333,47000
2012-03-01,마포구,토정동,1997,39500
2012-03-01,마포구,하중동,2010,126602
2012-03-01,마포구,현석동,2004,73500
2012-03-01,서대문구,남가좌동,1999.666666667,29200
2012-03-01,서대문구,냉천동,2006.5,52900
2012-03-01,서대문구,대현동,1999,40700
2012-03-01,서대문구,북가좌동,1994.444444444,29500
2012-03-01,서대문구,북아현동,1999,29400
2012-03-01,서대문구,연희동,2003.2,35000
2012-03-01,서대문구,영천동,1995,41375
2012-03-01,서대문구,창천동,2008.333333333,20700
2012-03-01,서대문구,천연동,2006,33600
2012-03-01,서대문구,충정로3가,1994,36200
2012-03-01,서대문구,합동,2008,42000
2012-03-01,서대문구,현저동,1998.5,43050
2012-03-01,서대문구,홍은동,1994.266666667,30700
2012-03-01,서대문구,홍제동,1997.948717949,29700
2012-03-01,서초구,반포동,1995.393939394,107000
2012-03-01,서초구,방배동,1997.179487179,73000
2012-03-01,서초구,서초동,1999.25,81000
2012-03-01,서초구,양재동,1996.714285714,48000
2012-03-01,서초구,우면동,2006.75,50000
2012-03-01,서초구,잠원동,1987.756756757,74000
2012-03-01,성동구,금호동1가,2002.333333333,37000
2012-03-01,성동구,금호동3가,1994,39000
2012-03-01,성동구,금호동4가,2001.111111111,46800
2012-03-01,성동구,도선동,2006,44700
2012-03-01,성동구,마장동,1995.666666667,40100
2012-03-01,성동구,사근동,1989,26500
2012-03-01,성동구,성수동1가,2002.727272727,295660
2012-03-01,성동구,성수동2가,2000,42000
2012-03-01,성동구,송정동,2002,24250
2012-03-01,성동구,옥수동,1992,49000
2012-03-01,성동구,응봉동,1991.444444444,31000
2012-03-01,성동구,하왕십리동,1999.454545455,39000
2012-03-01,성동구,행당동,2001,45750
2012-03-01,성북구,길음동,2005.133333333,39000
2012-03-01,성북구,돈암동,1999.032258065,34000
2012-03-01,성북구,동소문동4가,1998,24000
2012-03-01,성북구,동소문동7가,2006,38250
2012-03-01,성북구,보문동4가,2011,42000
2012-03-01,성북구,삼선동2가,2008.333333333,40500
2012-03-01,성북구,삼선동3가,2003,29300
2012-03-01,성북구,삼선동4가,1999,51500
2012-03-01,성북구,상월곡동,2003,29675
2012-03-01,성북구,석관동,1998.875,28725
2012-03-01,성북구,안암동1가,2005,33500
2012-03-01,성북구,안암동3가,1984.6,16200
2012-03-01,성북구,장위동,2006,30500
2012-03-01,성북구,정릉동,2003.224489796,30500
2012-03-01,성북구,종암동,2005.681818182,32400
2012-03-01,성북구,하월곡동,2005.551724138,36350
2012-03-01,송파구,가락동,1988.694444444,50000
2012-03-01,송파구,거여동,1996.857142857,32500
2012-03-01,송파구,마천동,2007,51415
2012-03-01,송파구,문정동,1992.090909091,65700
2012-03-01,송파구,방이동,1992.64,66000
2012-03-01,송파구,석촌동,2005,97000
2012-03-01,송파구,송파동,1989.6,49000
2012-03-01,송파구,신천동,1997.88,76100
2012-03-01,송파구,오금동,1988,65750
2012-03-01,송파구,잠실동,2000.857142857,87950
2012-03-01,송파구,장지동,2007.888888889,55000
2012-03-01,송파구,풍납동,1998.4,37300
2012-03-01,양천구,목동,1995.934426230,56000
2012-03-01,양천구,신월동,1997.8,23700
2012-03-01,양천구,신정동,1997.092436975,42000
2012-03-01,영등포구,당산동,1999.2,53200
2012-03-01,영등포구,당산동1가,1997,45500
2012-03-01,영등포구,당산동2가,1997,16100
2012-03-01,영등포구,당산동3가,1986,37900
2012-03-01,영등포구,당산동4가,1997.375,36850
2012-03-01,영등포구,당산동5가,1994.846153846,56000
2012-03-01,영등포구,대림동,1995.210526316,32000
2012-03-01,영등포구,도림동,1997.5,21650
2012-03-01,영등포구,문래동2가,1983,29400
2012-03-01,영등포구,문래동3가,1998.6,68000
2012-03-01,영등포구,문래동5가,1989.333333333,33000
2012-03-01,영등포구,문래동6가,1990,29150
2012-03-01,영등포구,신길동,1994.064516129,33000
2012-03-01,영등포구,양평동1가,1998.6,31000
2012-03-01,영등포구,양평동2가,1996.25,27300
2012-03-01,영등포구,양평동3가,2002.1,38350
2012-03-01,영등포구,양평동4가,1999.5,34250
2012-03-01,영등포구,양평동5가,1996.571428571,31000
2012-03-01,영등포구,양평동6가,1999,26500
2012-03-01,영등포구,여의도동,1981.571428571,80500
2012-03-01,영등포구,영등포동,2002.4,39700
2012-03-01,영등포구,영등포동1가,2011,8900
2012-03-01,영등포구,영등포동5가,1971,4300
2012-03-01,영등포구,영등포동7가,2011.438095238,13200
2012-03-01,용산구,도원동,2001,41000
2012-03-01,용산구,문배동,2005.75,54350
2012-03-01,용산구,보광동,1992,62000
2012-03-01,용산구,산천동,2001,41000
2012-03-01,용산구,서빙고동,1984,134300
2012-03-01,용산구,신계동,2011,59500
2012-03-01,용산구,신창동,2005,48000
2012-03-01,용산구,용문동,2011,48650
2012-03-01,용산구,용산동5가,2009,190000
2012-03-01,용산구,원효로1가,2007,55000
2012-03-01,용산구,이촌동,1990.615384615,82400
2012-03-01,용산구,이태원동,1994.666666667,60000
2012-03-01,용산구,한강로2가,2005.5,32900
2012-03-01,용산구,한강로3가,2001.75,46787.5
2012-03-01,용산구,한남동,2003,48000
2012-03-01,용산구,효창동,2006,45000
2012-03-01,은평구,갈현동,1998.615384615,26000
2012-03-01,은평구,구산동,2004.875,23700
2012-03-01,은평구,녹번동,2001.333333333,30000
2012-03-01,은평구,대조동,1997,23400
2012-03-01,은평구,불광동,1996.333333333,29000
2012-03-01,은평구,수색동,2002.4,25000
2012-03-01,은평구,신사동,2005.066666667,34060
2012-03-01,은평구,역촌동,2003.769230769,27500
2012-03-01,은평구,응암동,2005.583333333,30350
2012-03-01,은평구,증산동,2002.333333333,27750
2012-03-01,은평구,진관동,2008.909090909,47750
2012-03-01,종로구,내수동,2000,75000
2012-03-01,종로구,당주동,1981,29000
2012-03-01,종로구,명륜2가,1999,25000
2012-03-01,종로구,무악동,2000,50925
2012-03-01,종로구,사직동,2008,122000
2012-03-01,종로구,수송동,2005,31000
2012-03-01,종로구,숭인동,2008,48000
2012-03-01,종로구,익선동,2003,23650
2012-03-01,종로구,인의동,2006,47000
2012-03-01,종로구,창신동,1994.875,28750
2012-03-01,종로구,평창동,2005.2,132108
2012-03-01,종로구,행촌동,1971,6200
2012-03-01,중구,남대문로5가,2010,130000
2012-03-01,중구,신당동,2000.862068966,40700
2012-03-01,중구,황학동,2009.5,54036
2012-03-01,중구,회현동1가,2011,171114
2012-03-01,중랑구,망우동,2001.266666667,27700
2012-03-01,중랑구,면목동,1998.1,30750
2012-03-01,중랑구,묵동,1998.25,30650
2012-03-01,중랑구,상봉동,2000.269230769,31800
2012-03-01,중랑구,신내동,1996.703703704,23500
2012-03-01,중랑구,중화동,2002.375,31000
2012-04-01,강남구,개포동,1982.945205479,67000
2012-04-01,강남구,논현동,1999.625,54000
2012-04-01,강남구,대치동,1985.02,90000
2012-04-01,강남구,도곡동,1998.857142857,86100
2012-04-01,강남구,삼성동,2004.346153846,47500
2012-04-01,강남구,세곡동,2011,71300
2012-04-01,강남구,수서동,1992.2,43500
2012-04-01,강남구,신사동,2006,45195
2012-04-01,강남구,압구정동,1981,116000
2012-04-01,강남구,역삼동,2005.583333333,29875
2012-04-01,강남구,일원동,1991.5,80650
2012-04-01,강남구,청담동,1998.2,96900
2012-04-01,강동구,강일동,2009,40000
2012-04-01,강동구,고덕동,1987.928571429,45650
2012-04-01,강동구,길동,1997.681818182,31000
2012-04-01,강동구,둔촌동,1983.222222222,67950
2012-04-01,강동구,명일동,1984.702702703,44000
2012-04-01,강동구,상일동,1987,45300
2012-04-01,강동구,성내동,2001.555555556,34350
2012-04-01,강동구,암사동,2004.419354839,46400
2012-04-01,강동구,천호동,1997.5,31125
2012-04-01,강북구,미아동,2004.780487805,31500
2012-04-01,강북구,번동,1996.619047619,24000
2012-04-01,강북구,수유동,1996.571428571,26650
2012-04-01,강북구,우이동,1990,24000
2012-04-01,강서구,가양동,1994.225806452,23000
2012-04-01,강서구,공항동,2009,44250
2012-04-01,강서구,내발산동,2006.3,33500
2012-04-01,강서구,등촌동,1998.695652174,31000
2012-04-01,강서구,마곡동,2002,33150
2012-04-01,강서구,방화동,1995.90625,23200
2012-04-01,강서구,염창동,1999.413793103,32300
2012-04-01,강서구,화곡동,2003.472222222,30750
2012-04-01,관악구,남현동,2004,30500
2012-04-01,관악구,봉천동,2001.470588235,34500
2012-04-01,관악구,신림동,1996.42,29700
2012-04-01,광진구,광장동,1996.166666667,44900
2012-04-01,광진구,구의동,1998.4,39000
2012-04-01,광진구,자양동,2000.035714286,42500
2012-04-01,광진구,중곡동,1996.75,29950
2012-04-01,광진구,화양동,1999,11400
2012-04-01,구로구,가리봉동,2003,29000
2012-04-01,구로구,개봉동,1997.375,26950
2012-04-01,구로구,고척동,2001.125,32750
2012-04-01,구로구,구로동,1998.876712329,27800
2012-04-01,구로구,궁동,2007,30700
2012-04-01,구로구,신도림동,1998.523809524,43700
2012-04-01,구로구,오류동,2004.25,25125
2012-04-01,구로구,온수동,2010,42700
2012-04-01,구로구,천왕동,2011,33500
2012-04-01,금천구,가산동,1998,26800
2012-04-01,금천구,독산동,1999.3,25300
2012-04-01,금천구,시흥동,1998.285714286,23550
2012-04-01,노원구,공릉동,1997.697674419,22750
2012-04-01,노원구,상계동,1990.727272727,22600
2012-04-01,노원구,월계동,1996.358974359,25300
2012-04-01,노원구,중계동,1993.457627119,25500
2012-04-01,노원구,하계동,1990.346153846,20900
2012-04-01,도봉구,도봉동,1996.642857143,27000
2012-04-01,도봉구,방학동,1991.735294118,24800
2012-04-01,도봉구,쌍문동,1992,23125
2012-04-01,도봉구,창동,1993.162162162,23000
2012-04-01,동대문구,답십리동,2002.947368421,32200
2012-04-01,동대문구,용두동,2009.727272727,26800
2012-04-01,동대문구,이문동,2011.076923077,41155
2012-04-01,동대문구,장안동,2007.346153846,36500
2012-04-01,동대문구,전농동,1998.923076923,30000
2012-04-01,동대문구,제기동,2003.333333333,35225
2012-04-01,동대문구,청량리동,1997,30300
2012-04-01,동대문구,회기동,1989,31500
2012-04-01,동대문구,휘경동,2000.75,34250
2012-04-01,동작구,노량진동,2000.3,43250
2012-04-01,동작구,대방동,1998.642857143,51850
2012-04-01,동작구,동작동,2006,45000
2012-04-01,동작구,본동,2006.666666667,57000
2012-04-01,동작구,사당동,1998.838709677,46500
2012-04-01,동작구,상도동,2001.653846154,40250
2012-04-01,동작구,신대방동,1996.9,42550
2012-04-01,동작구,흑석동,1999.2,43000
2012-04-01,마포구,공덕동,2004.666666667,47250
